Question,Answer,질문날짜,답변날짜
전기차 보조금에서 공동명의가 가능한 가족 범위는 어떻게 되나요?,"안녕하십니까?
귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
귀하의 민원내용은 배우자 명의로 전기차 구매 보조금을 받은 후 본인 명의로 전기차 구매 보조금을 신청할 수 있는지에 관한 것으로 판단 됩니다.
귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
환경부 전기차 보조금 업무처리지침에 따라 1대의 차량을 공동명의로 구매하는 복수의 구매자에 대해 보조금을 지원하는 경우 해당 구매자 중 대표자
이에 본인 명의로 전기차 구매보조금을 신청하실 수 있는 것으로 판단됩니다.
해당 사항과 별개로 서울시에 30일 이상 거주하였어야 하는 거주기간 요건 제한 등의 보조금 지원자격 요건이 있으므로 2025년도 상반기 전기자동차
귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 기후환경본부 친환경차량과( 02-2133-3644)로",2025-06-04,2025-06-09
전기차 보조금에서 공동명의가 가능한 가족 범위는 어떻게 되나요?,"안녕하십니까?
귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
귀하의 민원내용은 가족간 공동명의시 청년생애 최초 추가보조금 신청 조건에 관한 것으로 판단 됩니다.
귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
2025년 공고 기준 전기차 구매 보조금 신청자가 차량 대표 소유주이며,
청년 생애 최초 추가보조금 자격 요건이 되는 경우 관련 증빙서류를 첨부하여 승인 받으면 지분율에 관계 없이 청년 생애최초 추가 보조금 수령이 가능합니다.
귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 기후환경본부 친환경차량과( 02-2133-3644)로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",2025-06-04,2025-06-09
서울시립도서관(서울도서관) 회원증 발급 자격 중 본사는 서울시에 소재하고 있으나 서울 외 지사에서 근무하는 경우 서울도서관 회원증 발급에 관한 문의 관련해서 궁금합니다.,"안녕하십니까?
귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
귀하의 민원내용은
본사는 서울시에 소재하고 있으나 서울외 지사에서 근무하시는 경우 서울도서관 회원증 발급에 관한 것으로 판단 됩니다.
귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
현재 서울도서관 회원증 발급은 서울특별시에 주민등록이 되어 있는자, 서울특별시 소재 직장 또는 학교에 재직하거나 재학 중인 자로 하고 있습니다.
다만, 2025년 6월10일부터는 준회원 자격을 신설하여 전국민 대상 대출 서비스 확대를 준비 중에 있습니다.
이에 따라, 서울시 외 지역에 거주하시거나 근무하시는 분들도 서울도서관 에서 도서를 대출할 수 있습니다.
귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 서울도서관 정보서비스과( 02-2133-0241)로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",2025-06-04,2025-06-09
"버스단말기 음성알림 변경 요청 버스정보안내단말기(BIT) 안내 음성의 일본어 ""다시""를 ""줄표""로 변경 요청 관련해서 궁금합니다.","안녕하십니까? 
귀하께서 응답소를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
귀하의 민원내용은 버스정보안내단말기(BIT)의 ""다시"" 음성을 ""줄표""로 변경요청하는 민원으로 파악됩니다.
귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
버스정보안내단말기(BIT)의 ""다시"" 음성을 ""줄표""로 변경요청하는 민원을 접수하였습니다.
""줄표""로 변경하면 시민분들이 어색할 수 있어, 해당 내용을 참고 및 국립국어원에서 권장하는 ""의"" 로, 11-1을 십일의일로 음성을 변경하는 것을 검토하도록 하겠습니다.
앞으로도 시정에 많은 관심을 부탁드리며, 다시 한 번 소중한 의견에 감사드립니다.
귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 교통실 교통기획관 미래첨단교통과( 02-2133-0000)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",2025-06-02,2025-06-09
맨발보행로 일일점검일지 제정및시행여부 시 내 조성된 맨발산책로에 대한 관리 상태를 지속 점검할 수 있는 체계 마련을 요청 관련해서 궁금합니다.,"안녕하십니까?
우리 시정에 관심을 가져주신 점 진심으로 감사드립니다.
 
귀하께서 응답소를 통해 신청하신 민원은 서울시 내 조성된 맨발산책로에 대한 관리 상태를 지속 점검할 수 있는 체계 마련을 요청하신 것으로 파악됩니다.
우리 서울시에서는 맨발 걷기를 즐기는 시민들의 건강과 쾌적한 산책로 유지를 위하여 맨발길 현황 및 사례 조사·관리청 실무자 회의·전문가 자문 등 다각적인 노력을 통해 
2024년 10월 「서울시 맨발산책로 조성 및 관리 가이드라인」을 마련하여 배포한 바 있습니다. 
해당 가이드라인에는 맨발산책로 청결 상태 유지 및 안전 확보에 대한 점검 및 관리 내용이 포함되어 있습니다. 
다만 각 관리부서에서 맨발산책로 조성방법(포장 형태 ·현장 특성·관리 인력 확보 상황 등을 고려하여 
장소별 유지관리가 일부 다르게 적용될 수 있는 점 참고 부탁드립니다. 
앞으로 각 맨발산책로 관리부서별 연락처를 현장에 게시하여 유지관리 관련 의견을 수렴토록 하는 등 
맨발산책로를 보다 세심히 관리할 수 있도록 노력할 예정임을 알려드리니 널리 이해하여 주시기 바랍니다.
귀하의 질문에 만족스러운 답변이 되었기를 바라며, 이와 관련한 추가 문의사항이 있으실 경우 서울특별시 정원도시국 정원도시정책과( 02-2133-2033)로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",2025-05-30,2025-06-09
한강시민공원의 음식물 섭취를 금지해주세요. 여의도 한강공원 내 음식물 취식행위 금지 요청 관련해서 궁금합니다.,"귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
귀하의 민원내용은 한강공원 오염되지 않도록 음식 섭취를 금지해 달라는 것으로 판단됩니다.
한강은 국가하천으로 하천법 적용을 받고 있습니다. 민원인님께서 말씀하신 것처럼 한강 내 음식물 반입을 금지하기 위해서는 먼저 하천법개정 등의 법적 근거가 마련되어야 하며, 이러한 법개정 등을 위해서는 일부의 의견이 아닌 전체적인 의견의 수렴과 공감대 형성이 필요하다는 말씀을 드립니다.
 민원인님의 말씀처럼 환경오염의 문제가 점점 심각해지므로 앞으로 환경문제를 생각한 법개정이나 환경정책이 시행되어야 한다는 데는 공감하는 바이며 다만 현재는 음식쓰레기로 인한 오염을 방지하기 위해 미래한강본부에서는 쓰레기 처리에 심혈을 기울이고 있습니다. 앞으로도 더욱 쾌적한 한강공원이 유지될 수 있도록 쓰레기 처리에 최선을 다하겠습니다.   
귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 미래한강본부 운영부 운영총괄과 ( 02-3780-0814)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.
민원행정서비스 개선을 위해 처리결과에 대한 만족도 조사를 실시하고 있습니다. 많은 참여 부탁드립니다.",2025-06-02,2025-06-09
기질평가를 명할 것을 요청합니다. 개에 의한 물림사고에 발생하여 해당 개의 기질평가를 요청하고자 합니다. 어떤 절차와 자료가 필요한지요? 관련해서 궁금합니다.,"안녕하십니까?
귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
귀하의 민원내용은
 개물림사고에 의한 반려견의 기질평가를 요청하는것으로 판단 됩니다.
귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
  동물보호법제24조의 규정에 의거 동물이 사람또는 동물에게 위해를 가한 사고에 대하여 분쟁이 있을경우 서울시 기질평가위원회 심의 후 기질평가를 실시할 수 있으며, 기질평가 결과에 따라 맹견지정 또는 교육훈련 명령을 명할수 있음을  알려드립니다.
  기질평가를 요청시 사고 관련 증거자료(진단서, 사진, cctv 자료) 등을 제출하시면 검토 후 처리하도록 하겠습니다.
귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 정원도시국 동물보호과( 02-2133-7698)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",2025-06-02,2025-06-09
닭 소음신고 소음으로 인한 생활분쟁 관련 관련해서 궁금합니다.,"안녕하십니까? 
귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
귀하의 민원내용은 소음으로 인한 이웃 간 갈등 문제인 것으로 파악됩니다. 
서울시에서는 소음과 같은 이웃 사이의 생활분쟁을 당사자 간 대화와 조정을 통해 해결할 수 있도록 상담 및 조정을 진행하는‘서울이웃분쟁조정센터’를 운영하고 있습니다. 
서울이웃분쟁조정센터(소재지: 중구 덕수궁길 15 서소문청사 1동 1층, 운영시간 10:00~17:00, 02-2133-1380, 1381)에 
전화 또는 방문하여 조정을 신청할 수 있으며, 이후 피신청인(분쟁 상대방)의 조정 참여 의사 확인 결과에 따라 조정이 진행될 수 있습니다.
 피신청인이 조정 참여에 동의하는 경우에만 조정 진행(제도의 취지: 분쟁 당사자간 자율적인 협의)
추가적인 문의사항이 있으실 경우 서울특별시 기획조정실 정책기획관 법률지원담당관( 02-2133-6717)으로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",2025-06-02,2025-06-09
서울시 건축조례 중 가로구역별 높이제한 관련 질의 제1종 전용주거지역의 건축물 높이 산정기준에 대한 질의 관련해서 궁금합니다.,"안녕하십니까? 귀하께서 응답소로 신청하신 민원에 대하여 다음과 같이 답변드립니다.
 귀하의 민원사항은 제1종 전용주거지역의 건축물 높이 산정기준에 대하여 질의하신 사항으로 이해됩니다
 「서울특별시 건축조례」 제33조(가로구역별 건축물 높이제한) 제1호에서 '제1종전용주거지역 안에서의 주거용 건축물의 층수는 2층이하로서 높이 8미터 이하(다음 각목의 어느하나에 해당하는 경우 제외)로 하며, 주거용 이외의 용도에 쓰는 건축물(주거용과 다른 용도가 목합된 건축물을 제한한다)의 높이는 2층이하로서 11미터 이하로 한다' 라고 규정하고 있는 바, 
 위 규정의 '건축물의 최고높이 산정'은 전면도로와 당해 대지의 지표면에 고저차가 있더라도 당해 대지의 지표면을 기준으로 적용함을 알려드립니다.
 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 주택실 건축기획관 건축기획과( 02-2133-7114)로 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",2025-05-30,2025-06-09
경춘선 숲길 내 자전거 주행 금지 반대 경춘선 숲길 내 자전거 주행 금지에 대한 반대 의견 관련해서 궁금합니다.,"안녕하십니까? 
귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
귀하의 민원내용은 
 _경춘선숲길 내 자전거길을 화랑대역~중랑천 구간을 많이 이용하시는데 경춘선숲길 내 자전거 주행금지에 대한 반대의견으로 판단됩니다.
귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
이용객이 급증하고 있는 경춘선숲길 내부에 위치한 자전거도로는 ‘비분리형 자전거도로’로써 보행과 자전거의 혼용과 더불어 선형부지라는 특이점으로 인하여 자전거와 보행자가 충돌하는 등 안전사고가 발생되고 있고, 특히 야간 보행자의 안전이 위협받고 있는 실정입니다. 이미 묵동천을 따라 중랑천 자전거도로로 이어지는 묵동천 자전거도로가 조성되어 있어 기존 경춘선숲길 내 비분리형 자전거도로를 묵동천 자전거도로로 연계 및 우회하는 방안을 노원구와 장기간 협의 후 추진하였습니다. 
조사결과 우리와 유사한 경의선숲길도 이용시민들의 상호 간 안전을 위해서 자전거 운행을 제한하고 있는 실정입니다. 
또한 귀하께서 주로 이용하시는 자전거 구간은 화랑대역~중랑천 구간은 ‘화랑대철도공원화랑대사거리화랑대역교차로먹골교묵동천자전거도로중랑천자전거도로코스’로 우회하는 노선으로 변경하였으니 서로의 안전을 위해 불편하시더라도 양해부탁드립니다. 덧붙여 자전거를 내려서 끌고 이동은 가능함을 알려드립니다. 
귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 북부공원여가센터 공원운영과( 02-2289-4042)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",2025-05-30,2025-06-09
경계선 지능 관련 정책 요청 경계선지능인을 위한 정책을 만들어주길 요청. 관련해서 궁금합니다.,"안녕하십니까? 
귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
귀하의 민원내용은 경계선지능에 대한 서울시의 정책을 만들어 달라고 요청한 것으로 판단됩니다.
귀하의 질의 사항에 대해 검토한 의견은 다음과 같습니다.
현재 우리시는 경계선지능인 평생교육 지원 조례 제정 및 경계선지능인 평생교육 지원 종합계획(2023~2025년)을 수립하여, 경계선지능인의 생애주기별 평생교육 지원과 사회지원망 구축을 위한 정책을 펼치고 있으며, 특히 서울특별시 경계선지능인 평생교육 지원센터를 운영하여 경계선지능인 선별·발굴 지원, 맞춤형 평생교육 제공, 자립역량강화, 인식개선 사업 등을 추진하고 있습니다. 
보다 상세한 지원 내용은 서울특별시 경계선지능인 평생교육지원센터 누리집
(https://www.sbifc.org)을 통해 접하실 수 있습니다. 
귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 평생교육국 평생교육과 담당 주무관( 02-2133-3972) 또는 서울특별시 경계선지능인 평생교육 지원센터( 02-733-8950)에 연락주시면 친절하게 설명드리도록 하겠습니다. 감사합니다.",2024-12-27,2025-01-03
"서울시 집합건물 관리규약준칙에 대해서 문의드립니다. 서울시집합건물 관리규약준칙 관련 자료와 상가관리사무소를 관리, 운영함에 있어서 참고가 될만한 자료나 관계 법령 등에 대해 문의. 관련해서 궁금합니다.","안녕하십니까?
귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
귀하의 민원내용은 아래와 같이 이해됩니다.
""서울시 집합건물 관리규약준칙"" 및 상가관리사무소를 관리, 운영함에 있어서 참고가 될만한 자료나 관계 법령 등에 대해 알려주길 요청함.
귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
집합건물 표준규약은 서울특별시 집합건물통합정보마당(https://openab.seoul.go.kr/) 공지사항이나, 알림마당  관련법규에서 찾아볼 수 있습니다.
서울시에서는 일반시민의 집합건물에 대한 자치역량 강화를 위해 집합건물통합정보마당(인터넷홈페이지)를 운영하고 있습니다. 집합건물 통합정보마당 자료실로 가시면 집합건물법 법령해석집, 집합건물 가이드, 집합건물법 해석사례 등 집합건물 관련 자료가 게시되어 있으니 많은 이용 부탁드립니다.
귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 주택실 건축기획관 건축기획과( 02-2133-7608)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",2025-01-02,2025-01-03
서울시 남녀 임신준비 지원 사업  남녀임신준비 지원사업 서비스 주말 이용 불가함.  예산조기 소진에 따른 사업참여가 불편함.  장기간 예약 대기로 인한 불만. 관련해서 궁금합니다.,"안녕하십니까?
귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
우선 서울시 남녀 임신준비 지원사업 서비스 이용에 불편을 드려 죄송하다는 말씀드리며, 서울시 정책에 관심가져 주시고 의견주심에 감사드립니다.
귀하의 민원내용은
  남녀임신준비 지원사업 서비스 주말 이용 불가
  예산조기 소진에 따른 사업참여 불편
  장기간 예약 대기로 인한 불만에 관한 것으로 판단 됩니다.
귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
 우선, 서울시 남녀 임신준비 지원사업은 가임기 남녀의 임신준비를 위한 건강검진 및 상담 서비스로 임신이 예정인 부부뿐만 아니라 모든 가임기 연령의 서울시민이 참여할 수 있는 서비스다보니, 당초 예상된 인원보다 많은 인원이 사업에 참여하고 있습니다. 다만 2024년 11월 1일부터 임신을 희망하는 부부를 대상으로 가임력 검사비(AMH, 부인과초음파, 정액검사) 지원사업을 시행할 예정이며,  장기간 예약 대기없이 바로 e보건소를 통해 사전 신청하고 희망 의료기관에서 검진 후(주말 포함) 검사비용을 사후 보건소로 청구하는 방식(검사비 입금은 2025년 1월 1일 이후)으로 지원할 예정임을 알려드립니다. 자세한 사항은 서울시 임신출산정보센터 내 공지사항(임신사전건강관리사업 조기시행 안내) 참고 또는 관할 보건소로 문의하시기 바랍니다.
다시한번 서비스 이용에 불편을 드려 죄송하다는 말씀드리며, 서울시는 아이 낳기를 희망하는 모든 시민이 건강하고 행복한 출산을 도울수 있도록 최선을 다하겠습니다.
귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 시민건강국 건강관리과 담당 주무관( 02-2133-9493)에게 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",2024-12-05,2024-12-11
서울숲공원 쓰레기통 관리에 대한 건의 외국인이 많이 방문하는 서울숲에 분리수거를 원활하게 할 수 있도록 외국어로 명기된 쓰레기통을 구비하도록 요청합니다. 관련해서 궁금합니다.,"안녕하십니까?
귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
선생님께서 제안주신 '서울숲 내 쓰레기통 관리'와 관련하여 우리 사무소에서도 충분히 공감하고 있는 부분으로 영어가 함께 표기되어 있는 안내판을 제작하여 10월 중으로 교체할 예정이며, 향후 안내지도 추가 제작 시 QR코드 도입 등도 검토하겠습니다.
아울러, 서울숲에서 발생하고 있는 쓰레기를 줄이기 위해 다양한 캠페인(위치 조정, 쓰레기통 줄이기 을 진행하고 있으며, 서울숲 공원 환경을 고려하여 추가 의견주신 부분(음료수 버리는 은 음식물 쓰레기 및 악취 발생 우려가 있어 설치하지 못하는 점 양해 부탁드립니다.",2024-12-02,2024-12-05
전기차 충전기 사용 제한 최근 전기차 충전 관련 화재 사고로 인해 전기차 사용자의 권리가 부당하게 침해되는 조치가 행해지고 있어 전기차 운행에 어려움을 겪고 있음. 정상적으로 운행하는 전기차에 대해선 과도한 규제를 하지 않도록 계도 요청. 관련해서 궁금합니다.,"안녕하십니까?
귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
귀하의 민원내용은 전기차 충전기 사용 제한에 대한 해제 계도 요청으로 판단 됩니다.
귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
  귀하께서 언급하신 바와 같이 전기차로의 전환은 전세계적인 흐름이며 기후위기 대응과 대기질 개선을 위해 필수적인 과제입니다. 서울시는 전기차 화재에 대한 불안으로 전기차 사용자의 권리를 부당하게 침해하는 조치가 곳곳에서 행해지고 있음을 우려하고 있으며 이를 방지하기 위해 노력하고 있습니다. 전기차 충전기의 사용 제한을 중지하고 정상적인 사용을 허용하도록 해당 아파트 단지에 계도할 것을 관할 구청 주택지원과에 요청하였습니다. 전기차를 더 안전하게 사용하고 주민들의 불안을 줄이기 위해 주기적으로 차량 점검과 정비를 받으시기를 권장드립니다.
귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 기후환경본부 친환경차량과( 02-2133-3707)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",2024-11-21,2024-12-02
서울시 서울시청사 내 1회용품 사용 금지 관련 시정 조치 건 서울시 시청사 내 1회용품 사용 금지 관련 시정 조치 및 계획 요구 관련해서 궁금합니다.,"안녕하십니까?
귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
귀하의 민원내용은 서울시 시청사 내 1회용품 사용 금지 관련 시정조치 및 계획에 관한 것으로 판단됩니다. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
서울시는 ""공공기관 1회용품 사용줄이기 지침""에 근거해 공공기관 내 1회용품 사용을 자제하도록 노력하고 있습니다.
서울시는 청사 출입 시 1회용품, 특히 1회용 플라스틱컵 반입 제한을 더욱 강화하고 있습니다. 청사 출입구에서 직원 및 방문객들에게 1회용컵 반입 제한을 안내하고 있으며, 출입구 곳곳에 1회용품 반입제한 안내배너 추가 설치 및 업무게시판 카드뉴스 게시 등 직원들의 경각심을 고취하고 있습니다. 또한 각 부서마다 접객용 컵, 접시 등을 1회용품 대신 다회용품으로 사용하도록 노력하고 있으며 입점 카페와 식당에서도 1회용품을 사용하지 않도록 노력하고 있습니다.
공공기관 1회용품 감량은 직원들의 의식 개선 및 자발적 참여가 중요한 만큼 지속적으로 서울시 직원들에게 1회용품 사용 자제를 협조 요청할 계획이며 청사 내 1회용품 사용 억제에 대한 모니터링 또한 계속해 나갈 예정입니다.
귀하의 질문에 만족스러운 답변이 되었기를 바라며, 추가적인 문의사항이 있으실 경우 서울특별시 기후환경본부 자원회수시설추진단 자원순환과( 02-2133-3685)에 연락주시면 친절하게 설명하여 드리도록 하겠습니다. 감사합니다.",2024-11-21,2024-12-02
기후동행카드 민원 신청  기후동행카드 사용 개시일 지정 가능하도록 요청.  아이폰 이용자를 위한 온라인 충전방식 개선 요청. 관련해서 궁금합니다.,"안녕하십니까? 
귀하께서 응답소(민원상담)를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
귀하의 민원내용은 
  만료일 전 충전 시 사용 개시일 지정 가능하도록 개선
  아이폰 이용자(실물카드 이용자)를 위한 온라인 충전방식 등 개선에 관한 것으로 판단 됩니다.
귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
   만료일 전 충전 시, 사용개시일을 지정하거나 권종을 변경하는 사항에 대해서는 유사한 민원이 발생하고 있어 검토 중에 있음을 알려드립니다. 다만, 기후동행카드에 사용되는 교통카드의 스펙 특성 상, 만료일 전 충전하는 경우 기존에 이용하던 권종과 이용일에 동일한 권종이 30일이 연장되는 형태로 데이터가 입력되고 이용자분들이 활용할 수 있도록 구성되어 있습니다. 위와 같은 특성으로 인해 만료일 전 충전에는 권종변경이나 개시일 지정이 어려운 부분은 양해부탁드립니다. 다만, 해당 사항에 대한 이용자 분들의 의견을 알고 있는 바, 지속적인 해소방안 검토를 통해 편의가 증진될 수 있도록 하겠습니다.
   아이폰 이용자(실물카드 이용자)의 충전 관련 불편 문제를 해소하기 위해 다양한 방안을 검토 중에 있습니다. 기본적으로 아이폰 개발사인 애플 측에 협조 공문을 발송한 바 있고, 이 외에도 충전처나 충전방식의 확대를 위해 티머니측과 지속적인 검토를 추진하고 있습니다. 다만, 충전방식의 확대에는 다양한 기관 간 협의가 필요한 사항이 있어 일정시간이 소요되고 있음은 양해 부탁드립니다. 다만, 충전방식 및 충전처 확대 등을 통해 실물 기후동행카드를 이용하시는 이용자 분들의 편의 증진을 위해 노력하겠습니다.
기후동행카드를 이용하시며 좋은 의견을 주심에 감사드리며, 서울시도 보다 편리한 이용환경을 마련할 수 있도록 노력하겠습니다.",2024-11-28,2024-12-02
